# f2_ablation_sweep provenance (W3C PROV / RO-Crate, arXiv:2312.07852)
# prov:generatedAt = 1780324947 (unix seconds UTC)
# prov:wasGeneratedBy = f2_ablation_sweep --mode all --steps 200
# prov:agent_git_sha = be9b4c4
# prov:host = playras-MacBook-Pro.local
# prov:trainer_internals_schema = trainer_internals_v1_2026_06_01
# prov:cargo_pkg_version = 0.1.0
# Bump trainer_internals_schema in src/race/multi_seed.rs when LCG/init/forward changes.
mode,fix_name,fix_index,cumulative_n,seed,bpb,config_hash,wall_s
triplet,triplet_rms_clamp_smooth,9,,46,5.999999,0xd6fb56da54e415fc,1.249
triplet,triplet_rms_clamp_wd,10,,42,2.099121,0x6a8c7eb6a25df103,1.306
triplet,triplet_rms_clamp_wd,10,,43,2.139152,0x6a8c7eb6a25df103,1.306
triplet,triplet_rms_clamp_wd,10,,44,2.200823,0x6a8c7eb6a25df103,1.306
triplet,triplet_rms_clamp_wd,10,,45,2.346589,0x6a8c7eb6a25df103,1.306
triplet,triplet_rms_clamp_wd,10,,46,2.590687,0x6a8c7eb6a25df103,1.306
triplet,triplet_rms_clamp_dropout,11,,42,5.999999,0x84f81c6fbfa8fdec,1.192
triplet,triplet_rms_clamp_dropout,11,,43,5.999999,0x84f81c6fbfa8fdec,1.192
triplet,triplet_rms_clamp_dropout,11,,44,5.999999,0x84f81c6fbfa8fdec,1.192
triplet,triplet_rms_clamp_dropout,11,,45,5.999999,0x84f81c6fbfa8fdec,1.192
triplet,triplet_rms_clamp_dropout,11,,46,5.999999,0x84f81c6fbfa8fdec,1.192
triplet,triplet_rms_smooth_wd,12,,42,2.099121,0xea1d9adb6d3194a8,1.311
triplet,triplet_rms_smooth_wd,12,,43,2.139152,0xea1d9adb6d3194a8,1.311
triplet,triplet_rms_smooth_wd,12,,44,2.200823,0xea1d9adb6d3194a8,1.311
triplet,triplet_rms_smooth_wd,12,,45,2.346589,0xea1d9adb6d3194a8,1.311
triplet,triplet_rms_smooth_wd,12,,46,2.590687,0xea1d9adb6d3194a8,1.311
triplet,triplet_rms_smooth_dropout,13,,42,5.999999,0xacef72403a131bcf,1.459
triplet,triplet_rms_smooth_dropout,13,,43,5.999999,0xacef72403a131bcf,1.459
triplet,triplet_rms_smooth_dropout,13,,44,5.999999,0xacef72403a131bcf,1.459
triplet,triplet_rms_smooth_dropout,13,,45,5.999999,0xacef72403a131bcf,1.459
triplet,triplet_rms_smooth_dropout,13,,46,5.999999,0xacef72403a131bcf,1.459
triplet,triplet_rms_wd_dropout,14,,42,1.721179,0x5916e7cb07a2b0ec,1.372
triplet,triplet_rms_wd_dropout,14,,43,2.447634,0x5916e7cb07a2b0ec,1.372
triplet,triplet_rms_wd_dropout,14,,44,2.345858,0x5916e7cb07a2b0ec,1.372
triplet,triplet_rms_wd_dropout,14,,45,2.238253,0x5916e7cb07a2b0ec,1.372
triplet,triplet_rms_wd_dropout,14,,46,2.536152,0x5916e7cb07a2b0ec,1.372
triplet,triplet_warmup_gradclip_clamp,15,,42,5.088123,0xf8f9602a9a375dd6,1.517
triplet,triplet_warmup_gradclip_clamp,15,,43,5.104992,0xf8f9602a9a375dd6,1.517
